DEVCLASS,COMPONENT,PARENTCL,CTEXT
SVER_BC_ABA_LA_SEC,HLB0100065,SVER_BC_ABA_LA,
SVER_BC_ABA_LA_VERIS,HLB0100065,SVER_BC_ABA_LA,
SVER_BC_ABA_LI,HLB0100064,SVER_BASE,
SVER_BC_ABA_NL,HLB0100066,SVER_BASE,
SVER_BC_ABA_OBS,B200000042,SVER_BASE,
SVER_BC_ABA_SC,HLB0100067,SVER_BASE,
SVER_BC_BSP,B200000262,SVER_BASE,
SVER_BC_CST,HLB0009771,SVER_BASE,
SVER_BC_CTS,HLB0009161,SVER_BASE,
SVER_BC_DB,HLB0009781,SVER_BASE,
SVER_BC_DB_DB2,HLB0009132,SVER_BASE,
SVER_BC_DB_DB4,HLB0009782,SVER_BASE,
SVER_BC_DB_DB6,HLB0100139,SVER_BASE,
SVER_BC_DB_INF,HLB0009164,SVER_BASE,
SVER_BC_DB_MSS,HLB0009133,SVER_BASE,
SVER_BC_DB_ORA,HLB0009162,SVER_BASE,
SVER_BC_DB_SDB,HLB0009131,SVER_BASE,
SVER_BC_DWB,HLB0009075,SVER_BASE,
SVER_BC_DWB_DIC,HLB0009078,SVER_BASE,
SVER_BC_FES,HLB0009040,SVER_BASE,
SVER_BC_FES_ITS,HLB0009819,SVER_BASE,
SVER_BC_HOME,HLB0009020,SVER_BASE,
SVER_BC_MID_BUS,HLB0100473,SVER_BASE,
SVER_BC_MID_COL,B200001589,SVER_BASE,
SVER_BC_MID_CON,B5A0000013,SVER_BASE,
SVER_BC_MID_ICF,B200000267,SVER_BASE,
SVER_BC_MID_RFC,B200000069,SVER_BASE,
SVER_BC_SEC,HLB0100169,SVER_BASE,
SVER_BC_SRV,HLB0009020,SVER_BASE,
SVER_BC_SRV_BTF,B200001408,SVER_BASE,
SVER_BC_SRV_SCR,HLB0009774,SVER_BASE,
SVER_BC_SRV_SSF,B200001248,SVER_BASE,
SVER_BC_SRV_XGT_XSL,B200000284,SVER_BASE,
SVER_BC_VMC,HLB0009771,SVER_BASE,
SVER_BC_WD_ABA,B200001558,STRUC_HOME,
SVER_BC_WD_ABA_DYN,B200001558,SVER_BASE,
SVER_CODE_INSPECTOR,HLB0100065,SVER_BASE,
SVER_FA,HLB0009009,SVER_BASE,
SVER_INTERNAL,HLB0100065,STRUC_HOME,
SVER_NO_COMPONENT,HLB0009083,SVER_BASE,
SVER_SHARED_OBJECTS,HLB0100065,SVER_BASE,
SVET,HLB0100065,STRUC_HOME,
SVIM,HLB0100154,BASIS,Basis View Maintenance
SVMC,B200001947,BASIS,VM Container
SVMCRT,B200001947,BASIS,VM Container Runtime
SVMCRT_ADMIN,B200001947,BASIS,VMC Administration and Monitoring
SVMCRT_DEBUG,B200001947,SVMCRT_ADMIN,VMC Debugger (new)
SVMCRT_LOGVIEWER,B200001947,BASIS,Java Log Viewer for VMC
SVN,HLB0009020,BASIS,WFMC: Basis Message Control
SVRS,HLB0009076,BASIS,Basis Versions
SVRS_SYST_COMP,HLB0009076,BASIS,System Comparison Tools
SVRS_TLOGO,B200000316,BASIS,Extended Version Management for Logical Transport Objects
SVSCAN,B200001698,BASIS,Virus Scan of SAP Objects
SW3_API,B200000271,BASIS,ITS: API
SW3_TOOL,B200000271,BASIS,ITS Connection: Tool
SWA,HLB0009014,SWF_WORKFLOW,Business Workflow: Expressions
SWAD,HLB0009014,SWF_WORKFLOW,Workflow Administration
SWAPPUSH,B200001349,BASIS,WAP Push Architecture
SWB,HLB0009014,SWF_WORKFLOW,Business Workflow: Condition Editor & Start Conditions
SWBM,HLB0100151,BASIS,Workbench Manager
SWBM_INTERNAL,HLB0100151,SWBM,Internal Objects within SWBM
SWB_ABAP_PRAGMA,HLB0100157,SWB_VARIOUS_TOOLS,Workbench Tool for ABAP Pragma
SWB_ADT,BYI3000851,SWB_MAIN,Workbench Infrastructure for ADT
SWB_ADT_TOOL,BYI3000851,SWB_ADT,Tool integration of WB object types into ADT
SWB_CTS_REQUEST_BROWSER,HLB0100157,BASIS,Browser Tool for CTS Requests
SWB_CUE_CARDS,HLB0009075,BASIS,Cue Cards
SWB_MAIN,HLB0100157,BASIS,Abstract Workbench Tool
SWB_METADATA,HLB0100157,SWBM,Workbench Metadata
SWB_MODEL,HLB0100163,SWB_MODELER,Model
SWB_MODELER,HLB0100163,BASIS,Modeling Tool
SWB_OBJECT_TYPES,HLB0100151,SWBM,Management of Object Types
SWB_REPOSITORY_BROWSER,HLB0100151,BASIS,Repository Browser
SWB_SOURCE,HLB0100158,SWB_SOURCE_MAIN,Package for Workbench Source Code objects
SWB_SOURCE_ADT,BYI3000864,SWB_SOURCE_MAIN,Package for ADT-contribution on WB Source Code objects
SWB_SOURCE_MAIN,HLB0100158,BASIS,Main Package for WB Source Code Objects
SWB_TEXT_REPOSITORY,HLB0009077,BASIS,Text Repository
SWB_TOOL,HLB0100157,SWB_MAIN,Abstract Workbench Tool
SWB_TOOL_TEMPLATES,HLB0100157,SWB_MAIN,Copy-Templates for Workbench Tool
SWB_VARIOUS_TOOLS,HLB0100157,BASIS,Different Workbench Tools
SWB_VERSIONING,HLB0100157,SWB_VERSIONING_MAIN,Versioning functionality
SWB_VERSIONING_MAIN,HLB0100157,BASIS,Main Package for versioning
SWB_VERSIONING_TEST,HLB0100157,SWB_VERSIONING,package containing test objects
SWB_WORKLIST,HLB0009075,BASIS,Worklists
SWC,HLB0100161,BASIS,Business Object Repository Container
SWD,HLB0009014,SWF_DEF,Business Workflow: Process Definition
SWDC,B200001559,BASIS,Web Dynpro Controls
SWDP,B200001558,BASIS,Web Dynpro ABAP
SWDPDOKUMENTATION,B200001488,BASIS,Web Dynpro Documentation
SWDP_ADT,BYI3000867,SWDP_ADT_MAIN,SWDP ADT Development
SWDP_ADT_MAIN,BYI3000867,BASIS,SWDP ADT Development
SWDP_AIE_PREVIEW,B200001558,SWDP_UI_WORKBENCH_TOOLS,Preview for ABAP in Eclipse
SWDP_AUTHORING,B200003355,SWDP_WORKBENCH_TOOLS,ABAP Web Dynpro Authoring Environment
SWDP_BROWSE_AND_COLLECT,B200001558,SWDP_REUSABLE_COMPONENTS,UI for Browse-and-Collect
SWDP_CCP,B200004398,BASIS,Web Dynpro ABAP: WDA Page Builder Integration
SWDP_CCP_API,B200004398,SWDP_CCP,Web Dynpro ABAP: CCP Integration API
SWDP_CCP_API_TEST,B200004398,SWDP_CCP,Web Dynpro ABAP: CCP Integration API Test
SWDP_CCP_ECATT,B200004398,SWDP_CCP,
SWDP_CCP_PUBLIC_TEST,B200004398,BASIS,Page Builder: Test CHIPs Outside SWDP_CCP
SWDP_CCP_PUBLIC_TEST_PFCG,B200004398,BASIS,
SWDP_CCP_REMOTE,B200004398,SWDP_CCP,Web Dynpro ABAP: CCP Integration Remote
SWDP_CCP_TRANSL_TEXT,B200004398,SWDP_CCP,Program Objects with Extended Translation
SWDP_CCP_WD_API,B200004398,SWDP_CCP,Web Dynpro ABAP: WDA Page Builder WD Integration API
SWDP_CCP_WD_API_TEST,B200004398,SWDP_CCP,Web Dynpro ABAP: CCP Web Dynpro Integration API Test
SWDP_CCP_WD_CHIP_PROV_PAGES,B200004398,SWDP_CCP,Web Dynpro ABAP: CCP: CHIP Provider Pages
SWDP_CCP_WD_LAUNCHPAD,B200004398,SWDP_CCP,Web Dynpro ABAP: WDA Page Builder Launchpad Integration
SWDP_CCP_WD_LOOKUP,B200004398,SWDP_CCP,Lookup CHIP
SWDP_CCP_WD_PFCG_FAVORITES,B200004398,SWDP_CCP,Web Dynpro ABAP: CCP PFCG Favorites
SWDP_CCP_WD_PFCG_UI,B200004398,SWDP_CCP,Web Dynpro ABAP: CCP PFCG Integration
SWDP_CCP_WD_POWL,B200004398,SWDP_CCP,Web Dynpro ABAP: WDA Page Builder POWL Integration
SWDP_CCP_WD_POWL_TEST,B200004398,SWDP_CCP,Web Dynpro ABAP: WDA Page Builder POWL Integration Test
SWDP_CCP_WD_REMOTE,B200004398,SWDP_CCP,Web Dynpro ABAP: CCP Web Dynpro Integration Remote
SWDP_CCP_WD_REMOTE_TEST,B200004398,SWDP_CCP,Web Dynpro ABAP: CCP Web Dynpro Integration Remote Test
SWDP_CCP_WD_TEXT_CHIP,B200004398,SWDP_CCP,Web Dynpro ABAP: WDA Text CHIP
SWDP_CMI,B200001558,BASIS,
SWDP_CMI_EXCEPTION,B200001589,SWDP_CMI,
SWDP_CONFIGURATION,B200001558,SWDP,Configuration for WD4A
SWDP_CONFIGURE_PRINTING,B200001558,SWDP_REUSABLE_COMPONENTS,Dialog for Print Settings
SWDP_CUSTOMIZING,B200001558,SWDP,Not Released Yet: Customizing in Web Dynpro ABAP
SWDP_CUSTOMIZING_UI,B200001558,SWDP_CUSTOMIZING,Customizing of Web Dynpro UIs
SWDP_DEMO,B200001558,SWDP,Demo Applications
SWDP_DEMO_BOOK,B200001558,SWDP_DEMO,Demo Bookstore
SWDP_DEMO_IFBA,B200001558,SWDP_DEMO,Demos for SAP Interactive Forms by Adobe
SWDP_DEMO_IFBA_ALT_LANGU,B200001558,SWDP_DEMO_IFBA,IFBA Demo: Alternative Language for the Form
SWDP_DEMO_IFBA_ATTACHMENTS,B200001558,SWDP_DEMO_IFBA,Demo: Attachments in Interactive Forms
SWDP_DEMO_IFBA_DYN_CHARTS,B200001558,SWDP_DEMO_IFBA,Demo Dynamic Charts with SAP Interactive Forms by Adobe
SWDP_DEMO_IFBA_DYN_GRAPHICS,B200001558,SWDP_DEMO_IFBA,dummy
SWDP_DEMO_IFBA_DYN_IMAGE,B200001558,SWDP_DEMO_IFBA,Demo Dynamic Images with SAP Interactive Forms by Adobe
SWDP_DEMO_IFBA_DYN_TABLE,B200001558,SWDP_DEMO_IFBA,Demo Dynamic Tables with SAP Interactive Forms by Adobe
SWDP_DEMO_IFBA_EMAIL,B200001558,SWDP_DEMO_IFBA,Demo: Process Offline Forms by E-Mail
SWDP_DEMO_IFBA_HIGHLIGHT_ERROR,B200001558,SWDP_DEMO_IFBA,Demo: Highlight Fields in Error
SWDP_DEMO_IFBA_JOB_PROFILES,B200001558,SWDP_DEMO_IFBA,Demo: Job Profiles
SWDP_DEMO_IFBA_MASTER_DETAIL,B200001558,SWDP_DEMO_IFBA,Demo_Master Detail
SWDP_DEMO_IFBA_PDFONLY,B200001558,SWDP_DEMO_IFBA,Demo: PDF-Only Scenario
SWDP_DEMO_IFBA_TOOLBARS,B200001558,SWDP_DEMO_IFBA,Demo_ Toolbars
SWDP_DEMO_IFBA_VALUEHELP_XFO,B200001558,SWDP_DEMO_IFBA,Demo: Value Help XFO
SWDP_DEMO_MODEL,B200001558,SWDP_DEMO,Examples for Model Component Specification
SWDP_DEMO_TUTORIALS,B200001558,SWDP,Demo Tutorials for Web Dynpro ABAP
SWDP_DEV_OBJECT_ASSISTANCE,B200001558,SWDP_REUSABLE_COMPONENTS,Utility Component for Object Processing
SWDP_DWB_CWB,B200001577,SWDP_WORKBENCH_TOOLS,Connection Correction Workbench / Note Assistant
SWDP_DWB_DESIGNTIME_TEMPLATE,B200001577,SWDP_WORKBENCH_TOOLS,Designtime Templates
SWDP_DWB_TOOL_APPL,B200001577,SWDP_WORKBENCH_TOOLS,Web Dynpro Workbench Tool: Application Editor
SWDP_DWB_TOOL_APPLICATION,B200001577,SWDP_WORKBENCH_TOOLS,Web Dynpro Tool: Component
SWDP_DWB_TOOL_CHIP,B200001577,SWDP_WORKBENCH_TOOLS,Web Dynpro Tool: CHIP Configuration
SWDP_DWB_TOOL_CONFIGURATION,B200001558,SWDP_WORKBENCH_TOOLS,Web Dynpro: Configuration
SWDP_DWB_TOOL_CONTEXTS,B200001577,SWDP_WORKBENCH_TOOLS,WebDynpro Workbench Tool: Context Editor
SWDP_DWB_TOOL_GENERATION,B200001577,SWDP_WORKBENCH_TOOLS,Package for View Set Generation
SWDP_DWB_TOOL_VD_ADAPTER,B200001577,SWDP_WORKBENCH_TOOLS,Adapter Classes for WD Runtime - Meta Model Classes
SWDP_DWB_TOOL_VIEWDESIGNER,B200001577,SWDP_WORKBENCH_TOOLS,Web Dynpro View Designer
SWDP_DWB_TOOL_VIEW_CONTROLLER,B200001577,SWDP_WORKBENCH_TOOLS,Web Dynpro Workbench Tool: View/Controller Editor
SWDP_DWB_VERSION_MANAGEMENT,B200001577,SWDP_WORKBENCH_TOOLS,Link to Version Management
SWDP_DWB_WORKBENCH_TOOLS_MISC,B200001577,SWDP_WORKBENCH_TOOLS,Web Dynpro: General Functions of Workbench
SWDP_DYNPRO_CONVERSION,B200001558,SWDP,Migration: Screen -> WebDynpro
SWDP_GENERATION,B200001558,SWDP,Web Dynpro: Generation
SWDP_HELP_CENTER,B200003355,SWDP_RUNTIME,Help Center ABAP Web Dynpro
SWDP_METADATA_API,B200001577,SWDP,Web Dynpro: Metadata API
SWDP_METADATA_API_ADT,B200001577,SWDP_METADATA_API,Special stateless API to support AIE
SWDP_METADATA_API_APPLICATION,B200001577,SWDP_METADATA_API,Web Dynpro: Application
SWDP_METADATA_API_BASIC,B200001577,SWDP_METADATA_API,Shared Data
SWDP_METADATA_API_CAST,B200001558,SWDP_METADATA_API,Internal Type Conversions (Web Dynpro Framework Only)
SWDP_METADATA_API_CHIP,B200001577,SWDP_METADATA_API,Web Dynpro : CHIPs
SWDP_METADATA_API_COMPONENT,B200001577,SWDP_METADATA_API,Web Dynpro: Component
SWDP_METADATA_API_CONFIG,B200001577,SWDP_METADATA_API,Web Dynpro: Configuration
SWDP_METADATA_API_CONTROLLER,B200001577,SWDP_METADATA_API,Web Dynpro: Controller
SWDP_METADATA_API_ENH,B200001577,SWDP_METADATA_API,Interface for Enhancement Framework
SWDP_METADATA_API_FRAMEWORK,B200001577,SWDP_METADATA_API,Web Dynpro: Framework
SWDP_METADATA_API_MODEL,B200001577,SWDP_METADATA_API,Web Dynpro: Model
SWDP_METADATA_API_TRANSL,B200001558,SWDP_METADATA_API,Web Dynpro: Data Relevant for Translation
SWDP_METADATA_API_UI_LIBRARY,B200001577,SWDP_METADATA_API,
SWDP_METADATA_API_VIEW,B200001577,SWDP_METADATA_API,Web Dynpro: View
SWDP_METADATA_API_VIEWSET_DEF,B200001577,SWDP_METADATA_API,Web Dynpro: View Set Definitions
SWDP_MODEL,B200001558,SWDP,Links to Business Logic
SWDP_PERFORMANCE_VERIFICATION,B200001558,SWDP,Tools and Utilities for Performance Verification
SWDP_PRGN_NODES,B200001491,SWDP,Web Dynpro ABAP Functions for Profile Generator
SWDP_REUSABLE_COMPONENTS,B200001558,SWDP,Reusable Web Dynpro Components
SWDP_RT_CUA,B200001559,BASIS,Web Dynpro: CUA Runtime Reader
SWDP_RT_GENERATION_TYPES_DT,B200001588,SWDP_RUNTIME_GENERATION_TYPES,Data Declaration Primarily Used at Design Time
SWDP_RT_GENERATION_TYPES_RT,B200001588,SWDP_RUNTIME_GENERATION_TYPES,Types Primarily Used at Runtime
SWDP_RUNTIME,B200001558,SWDP,Web Dynpro: Runtime
SWDP_RUNTIME_COMP,B200001558,SWDP_RUNTIME,Web Dynpro: System Components
SWDP_RUNTIME_COMP_REL_NOTES,B200001558,SWDP_RUNTIME_COMP,Release Notes for Web Dynpro ABAP
SWDP_RUNTIME_CORE,B200001491,SWDP_RUNTIME,Web Dynpro Runtime: Core Functions
SWDP_RUNTIME_ECATT_SUPPORT,B200001558,SWDP_RUNTIME,eCATT Specific Support from Web Dynpro ABAP
SWDP_RUNTIME_EXCEPTIONS,B200001558,SWDP_RUNTIME,Web Dynpro: Exceptions
SWDP_RUNTIME_GENERATION,B200001588,SWDP_RUNTIME,Web Dynpro: Design Time a. Runtime of Application Generators
SWDP_RUNTIME_GENERATION_DT,B200001588,SWDP_RUNTIME_GENERATION,Web Dynpro: Create Data and Source Code at Design Time
SWDP_RUNTIME_GENERATION_RT,B200001588,SWDP_RUNTIME_GENERATION,Web Dynpro: Generated Application Data at Runtime
SWDP_RUNTIME_GENERATION_TESTS,B200001588,SWDP_RUNTIME_GENERATION,Web Dynpro: Internal Tools for Testing and Error Analysis
SWDP_RUNTIME_GENERATION_TYPES,B200001588,SWDP_RUNTIME_GENERATION,Type Definitions
SWDP_RUNTIME_PERFORMANCE,B200001491,SWDP_RUNTIME,Web Dynpro: Runtime Performance Checks
SWDP_RUNTIME_RENDERING,B200001841,SWDP_RUNTIME,Web Dynpro Runtime: Rendering
SWDP_RUNTIME_RENDERING_CSR,B200001841,SWDP_RUNTIME,CSR
SWDP_RUNTIME_RENDERING_UI_HTML,B200001841,SWDP_RUNTIME,Help Classes and Interfaces for HTML Islands/Containers
SWDP_RUNTIME_REPOSITORY,B200001491,SWDP_RUNTIME,Web Dynpro: Runtime Repository
SWDP_RUNTIME_SERVICES,B200001558,SWDP_RUNTIME,Web Dynpro: Additional Services of Web Dynpro Runtime
SWDP_RUNTIME_TEST,B200001558,SWDP_RUNTIME,Objects for Unit Tests
SWDP_RUNTIME_TEXTS,B200001558,SWDP_RUNTIME,Web Dynpro Runtime: Translation-Relevant Texts
SWDP_SELECT_OPTIONS,B200001558,SWDP_REUSABLE_COMPONENTS,Select Options
SWDP_SELECT_OPTIONS_20,B200001558,SWDP_REUSABLE_COMPONENTS,Select Options in Accordance with UI Guidelines 2.0
SWDP_TAGGING,B200001491,SWDP,Tagging / Side Panel
SWDP_TEST,B200001558,SWDP,Web Dynpro: Tests
SWDP_TEST_ACTIVE_COMPONENT,B200001799,BASIS,Web Dynpro: Tests für ActiveX und Applet basierte UI Element
SWDP_TEST_AUTOMATION,B200001558,SWDP_TEST,WDA: Test Applications for Unit Test Automation
SWDP_TEST_CCP_PROVIDER,B200001558,BASIS,
SWDP_TEST_CFG,B200001558,SWDP_TEST,WDA Configuration Test Components
SWDP_TEST_CFG_OTR,B200001558,SWDP_TEST,Test Package
SWDP_TEST_SWITCH_1,B200001558,SWDP_TEST,WDA: Test Package for Non Client-Specific Switch
SWDP_TEST_SWITCH_2,B200001558,SWDP_TEST,WDA: Test Package for Non Client-Specific Switch
SWDP_TEST_SWITCH_3,B200001558,SWDP_TEST,WDA: Test Package for Non Client-Specific Switch
SWDP_TRACE_TOOL,B200001558,SWDP,WebDynpro Trace Tool
SWDP_TRANSPORT,B200001558,SWDP_REUSABLE_COMPONENTS,Transport Component (only for internal WDA use)
SWDP_UIEL_ACTIVE_COMPONENT,B200001799,SWDP_UIE_LIBRARIES,UIE Library ActiveComponent
SWDP_UIEL_ADOBE,B200001558,SWDP_UIE_LIBRARIES,UIE Library Adobe
SWDP_UIEL_ALV_INTERNAL,B200000037,SWDP_UIE_LIBRARIES,UIE Library Alv_Internal
SWDP_UIEL_BI,HLB0100455,SWDP_UIE_LIBRARIES,UIE Library Business Intelligence
SWDP_UIEL_BUSINESS_GRAPHICS,B200001558,SWDP_UIE_LIBRARIES,UIE Library BusinessGraphics
SWDP_UIEL_CLIENT_ACTIONS,B200001558,SWDP_UIE_LIBRARIES,UIE Library Client Actions
SWDP_UIEL_CORE,B200001558,SWDP_UIE_LIBRARIES,UIE Library Core
SWDP_UIEL_C_TABLE,B200001558,SWDP_UIE_LIBRARIES,UIE Library CTable
SWDP_UIEL_DATA_GRID,B200001558,SWDP_UIE_LIBRARIES,UIE Library Data Grid
SWDP_UIEL_EP_INTERNAL,B200001841,SWDP_UIE_LIBRARIES,UIE Library EpInternal
SWDP_UIEL_GENERIC_ACTIVE_COMP,B200001558,SWDP_UIE_LIBRARIES,UIE Library GenericActiveComponent
SWDP_UIEL_MOBILE,B200001488,SWDP_UIE_LIBRARIES,UIE Library Mobile
SWDP_UIEL_OBSOLETE,B200001558,SWDP_UIE_LIBRARIES,
SWDP_UIEL_OFFICE_INTEGRATION,B200001558,SWDP_UIE_LIBRARIES,UIE Library OfficeIntegration
SWDP_UIEL_PATTERN,B200001558,SWDP_UIE_LIBRARIES,UIE Library Pattern
SWDP_UIEL_PROPOSALS,B200001558,SWDP_UIE_LIBRARIES,UIE Library Proposals
SWDP_UIEL_SAP_HOME,B200001491,SWDP_UIE_LIBRARIES,UIE Library SapHome
SWDP_UIEL_STANDARD,B200001558,SWDP_UIE_LIBRARIES,UIE Library Standard
SWDP_UIEL_WEB,B200001558,SWDP_UIE_LIBRARIES,UIE Library Web
SWDP_UIE_LIBRARIES,B200001558,SWDP,UIE Libraries
SWDP_UI_METADATA_API,B200001577,SWDP,Web Dynpro UI: Metadata API
SWDP_UI_METADATA_API_ADT,B200001577,SWDP_UI_METADATA_API,Special Stateless API to Support AIE
SWDP_UI_WORKBENCH_TOOLS,B200001577,SWDP,Web Dynpro UI: Workbench Tools
SWDP_UNIFIED_RENDERING,B200001558,SWDP,Unified Rendering Libraries
SWDP_UR_DESIGN2002,B200000262,SBSP,Unified Rendering: Design 2002
SWDP_UR_DESIGN2008,B200000262,SBSP,Unified Rendering: Design 2008
SWDP_UR_NW5,B200001558,SWDP_UNIFIED_RENDERING,Unified Rendering: WebAS 700 Release
SWDP_UR_NW7,B200001558,SWDP_UNIFIED_RENDERING,Unified Rendering: Lightspeed
SWDP_UR_NW7_TEXT,B200001558,SWDP_UNIFIED_RENDERING,Unified Rendering: Texts for Lightspeed
SWDP_UR_SVG,B200000262,SBSP,Unified Rendering: SVG
SWDP_UR_WEB_ICONS,B200001558,SWDP_UNIFIED_RENDERING,Cross-Application Icons
SWDP_USAGE_LOG,B200001558,SWDP,
SWDP_UTILITY,B200001558,SWDP,Web Dynpro Utilities
SWDP_WDCL_KRN,B200001491,BASIS,Web Dynpro Client: Kernel Next to Objects
SWDP_WIZARD,B200001558,SWDP_REUSABLE_COMPONENTS,Wizard Component
SWDP_WORKBENCH_TEST_ADDONS,B200001577,SWDP_WORKBENCH_TOOLS,Connection to Test Tools
SWDP_WORKBENCH_TOOLS,B200001577,SWDP,Web Dynpro: Workbench Tools
SWDYNP,HLB0100067,BASIS,Migration: Screen -> WebDynpro
SWD_CHK,HLB0009014,SWF_DEF,Business Workflow: Content Checks
SWE,HLB0009014,SWF_WORKFLOW,Business Workflow: Events
SWEBDAV_CLIENT,B200000302,BASIS,WebDAV Client
SWF,HLB0009014,SWF_DEF,Business Workflow: Wizards
SWF0,HLB0009014,SWF_WORKFLOW,BPT: Workflow Engine
SWF1,HLB0009014,SWF_WORKFLOW,BPT: Workflow Definition
SWF2,HLB0009014,SWF_WORKFLOW,BPT: Workflow Tools
SWFMOD,B200001668,BASIS,Workflow Modeler
SWF_ADM,HLB0009014,SWF_WORKFLOW,Workflow: Administration
SWF_ALERT_CATEGORY,B200001574,SAI_TOOLS,Workflow Integration of Alert Category
SWF_ALM,HLB0009014,SWF_WORKFLOW,Workflow: Alert Monitor Connection
SWF_API,HLB0009014,SWF_WORKFLOW,Workflow API / XML Interface
SWF_BAM,B200001574,SBAM,Workflow: Business Activity Monitoring
SWF_BAM_DEMO,B200001574,SBAM,BAM: Demo
SWF_BAM_TST,B200001574,SBAM,Automated tests for Business Activity Monitoring
SWF_BND,HLB0009014,SWF_WORKFLOW,Workflow: Data Flow
SWF_BPML,HLB0009014,SWF_DEF,Business Workflow: BPML
SWF_BRF,HLB0009014,SWF_WORKFLOW,Workflow and Business Rule Framework
SWF_BRR,B200001574,BASIS,Business Rule Repository
SWF_CNT,HLB0009014,SWF_WORKFLOW,Workflow: Container
SWF_CNT_SRV,HLB0009014,SWF_WORKFLOW,Workflow: Container Services
SWF_CRL,HLB0009014,SWF_WORKFLOW,Workflow: Correlations
SWF_CST,HLB0009014,SWF_WORKFLOW,Workflow: Customizing
SWF_DEADL_CONF,HLB0009014,SWF_WORKFLOW,Workflow: Deadline configuration
SWF_DEBUG,B200001768,SWF_WORKFLOW,Business Workflow: Offline Debugging
SWF_DEF,HLB0009014,SWF_WORKFLOW,Workflow: Definition
SWF_EVT,HLB0009014,SWF_WORKFLOW,Workflow: Events
SWF_EXP,HLB0009014,SWF_WORKFLOW,Workflow: Expressions
SWF_FRM,HLB0009014,SWF_WORKFLOW,Workflow: Forms
SWF_GP,B200001768,SWF_WORKFLOW,Business Workflow: API for Guided Procedures
SWF_GP_DEF,B200001768,SWF_GP,Definition Component for Guided Procedures
SWF_GP_RUN,B200001768,SWF_GP,Runtime Components for Guided Procedures
SWF_GP_STATUS,B200001768,SWF_GP,Status Components for Guided Procedures
SWF_HTTP,HLB0009014,SWF_WORKFLOW,Incorporation of External Services with HTTP into a Workflow
SWF_IFS,HLB0009014,SWF_WORKFLOW,Workflow: Interfaces
SWF_LOG,HLB0009014,SWF_WORKFLOW,Workflow: Log Manager
SWF_MAIL,HLB0009014,SWF_WORKFLOW,Workflow: Connection to Mail System
SWF_MIG,HLB0009014,SWF_WORKFLOW,Workflow: Database Table Migration
SWF_MOD,HLB0009014,SWF_WORKFLOW,Workflow: Modeling Objects
SWF_PF,HLB0009014,SWF_WORKFLOW,Utilities for Performance Measurements
SWF_PF_API,HLB0009014,SWF_WORKFLOW,Process facade implementation
SWF_PLOG,B200001772,SWF_WORKFLOW,Workflow: Process Log
SWF_POWL,HLB0009014,SWF_WORKFLOW,Business Workflow: Worklist in POWL
SWF_POWL_UI,HLB0009014,SWF_WORKFLOW,Business Workflow: Worklist in POWL (UI Elements)
SWF_RDG,HLB0009014,SWF_WORKFLOW,Workflow: Runtime/Dialog
SWF_REP,HLB0009014,SWF_WORKFLOW,Workflow: Reporting
SWF_RLS,HLB0009014,SWF_WORKFLOW,Rules - Workflow Rules and Rule Systems
SWF_RUN,HLB0009014,SWF_WORKFLOW,Workflow: Runtime
SWF_RUN_UI,HLB0009014,SWF_WORKFLOW,Workflow: Runtime (UI Elements)
SWF_SLS,HLB0009014,SWF_WORKFLOW,Deadline Service - Deadline Monitoring
SWF_SWR,HLB0009014,SWF_WORKFLOW,Workflow: Internal Implementation for API Layer
SWF_TRC,HLB0009014,SWF_WORKFLOW,Workflow: Trace
SWF_TRC_DEMO,HLB0009014,SWF_WORKFLOW,Demonstration for Reusing Workflow Trace
SWF_TSI,B200001768,SWF_WORKFLOW,Business Workflow: Transaction and Service Infrastructure
SWF_TST,HLB0009014,SWF_WORKFLOW,Workflow: Test Objects
SWF_TST_WI_EXIT_API,B200001768,SWF_WORKFLOW,Workflow: Unit Tests for API of Work Item Exit
SWF_TXT,HLB0009014,SWF_WORKFLOW,Workflow: Text Object
SWF_UTL,HLB0009014,SWF_WORKFLOW,Workflow: Tools
SWF_VER,HLB0009014,SAI,Business Workflow: Verification
SWF_VMD,HLB0009014,SWF_WORKFLOW,Workflow: Visualization Metadata
SWF_WIZ,HLB0009014,SWF_WORKFLOW,Workflow: Wizards
SWF_WORKFLOW,HLB0009014,BASIS,SAP Business Workflow
SWF_WSC,HLB0009014,SWF_WORKFLOW,Client Part for Web Service Execution in Workflow
SWF_XI_ADAPTER,B200001574,SAI,Workflow Adapter for XI
SWF_XI_ADM,B200001574,SAI,XI: BPE Administration
SWF_XI_INBOUND,B200001574,SAI,XI: Inbound Processing for XI Messages to BPE
SWF_XI_MON,B200001574,SAI,Monitoring BPE Inbound Application
SWF_XI_NWA,B200001574,SAI,NetWeaver Administrator related (partly generated) objects
SWF_XML,HLB0009014,SWF_WORKFLOW,Workflow: XML
SWF_XMP,B200001574,SAI,Workflow: Proxies for XML Messages
SWG,HLB0009014,SWF_WORKFLOW,Workflow: Temporary development class
SWH,HLB0009014,SWF_WORKFLOW,Business Workflow: Objects for Demos
SWI,HLB0009014,SWF_WORKFLOW,Business Workflow: Information System
SWJ_PPF,HLB0009014,SWF_WORKFLOW,Workflow Output Medium in PPF
SWL,HLB0009014,SWF_WORKFLOW,Business Workflow: Worklist Client
SWLT,HLB0100157,BASIS,SQL Performance Tuning List
SWLWP,HLB0009014,SWF_WORKFLOW,Workflow: Workplace Server Part
